PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,D,36,CORR-CTRL/CORROSION INHIB
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,E,20,T-O CTRL/AERATION
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,H,24,SOFTENING/LIME-SODA
4500014,WELLINGTON WTP,1,WELLINGTON LIME AND RO PLANT,Z,27,OTHER/FLUORIDATION
4500014,WELLINGTON WTP,2,WELLINGTON RO,B,02,DISINFECT/HYPOCHLORIN
4500014,WELLINGTON WTP,2,WELLINGTON RO,B,04,DISINFECT/CHLORAMINES
4500014,WELLINGTON WTP,2,WELLINGTON RO,C,29,PART-RMVL/CARTRIDGE FILTR
4500014,WELLINGTON WTP,2,WELLINGTON RO,C,38,PART-RMVL/NANOFILTRATION
4500014,WELLINGTON WTP,2,WELLINGTON RO,D,19,CORR-CTRL/PH ADJUSTMENT
4500014,WELLINGTON WTP,2,WELLINGTON RO,D,36,CORR-CTRL/CORROSION INHIB
4500014,WELLINGTON WTP,2,WELLINGTON RO,E,28,T-O CTRL/PACKED TWR-AERA
4500014,WELLINGTON WTP,2,WELLINGTON RO,F,38,ORGN-RMVL/NANOFILTRATION
4500014,WELLINGTON WTP,2,WELLINGTON RO,H,38,SOFTENING/NANOFILTRATION
4500014,WELLINGTON WTP,2,WELLINGTON RO,I,38,COLOR RML/NANOFILTRATION
4500021,AKERS AWAY MOBILE HOME PARK,1,AKERS AWAY MHP,B,01,DISINFECT/GASEOUS CHLORIN
4500021,AKERS AWAY MOBILE HOME PARK,1,AKERS AWAY MHP,C,10,PART-RMVL/COAGULATION
4500021,AKERS AWAY MOBILE HOME PARK,1,AKERS AWAY MHP,E,01,T-O CTRL/GASEOUS CHLORIN
4500021,AKERS AWAY MOBILE HOME PARK,1,AKERS AWAY MHP,H,24,SOFTENING/LIME-SODA
4500021,AKERS AWAY MOBILE HOME PARK,2,AKERS AWAY MHP,B,01,DISINFECT/GASEOUS CHLORIN
4500021,AKERS AWAY MOBILE HOME PARK,2,AKERS AWAY MHP,C,14,PART-RMVL/RAPID SAND FIL
4500021,AKERS AWAY MOBILE HOME PARK,2,AKERS AWAY MHP,H,24,SOFTENING/LIME-SODA
4500043,ANCHOR INN SEAFOOD RESTAURANT,1,ANCHOR INN,B,02,DISINFECT/HYPOCHLORIN
4500043,ANCHOR INN SEAFOOD RESTAURANT,1,ANCHOR INN,H,25,SOFTENING/ION EXCHANGE
4500044,ANCHORAGE MOBILE HOME PARK,1,ANCHORAGE MPH,B,01,DISINFECT/GASEOUS CHLORIN
4500062,MARALAGO CAY MHP,1,MARALAGO CAY MHP,B,04,DISINFECT/CHLORAMINES
4500062,MARALAGO CAY MHP,1,MARALAGO CAY MHP,C,10,PART-RMVL/COAGULATION
4500062,MARALAGO CAY MHP,1,MARALAGO CAY MHP,C,14,PART-RMVL/RAPID SAND FIL
4500062,MARALAGO CAY MHP,1,MARALAGO CAY MHP,F,10,ORGN-RMVL/COAGULATION
4500074,BADERS BAKERY,1,BADERS BAKERY,B,02,DISINFECT/HYPOCHLORIN
4500080,BANYAN GOLF CLUB,1,BANYAN GOLF CLUB,B,02,DISINFECT/HYPOCHLORIN
4500080,BANYAN GOLF CLUB,1,BANYAN GOLF CLUB,C,23,PART-RMVL/GAC ADDITION
4500080,BANYAN GOLF CLUB,1,BANYAN GOLF CLUB,D,19,CORR-CTRL/PH ADJUSTMENT
4500080,BANYAN GOLF CLUB,1,BANYAN GOLF CLUB,H,25,SOFTENING/ION EXCHANGE
4500082,BAR-B-Q BEN'S,1,BAR-B-Q BENS,B,02,DISINFECT/HYPOCHLORIN
4500082,BAR-B-Q BEN'S,1,BAR-B-Q BENS,F,23,ORGN-RMVL/GAC ADDITION
4500082,BAR-B-Q BEN'S,1,BAR-B-Q BENS,H,25,SOFTENING/ION EXCHANGE
4500088,BARNETT BANK,1,BARNETT BANK,B,01,DISINFECT/GASEOUS CHLORIN
4500101,BEDNER LABOR CAMP,1,BEDNER LABOR CAMP,B,02,DISINFECT/HYPOCHLORIN
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,B,01,DISINFECT/GASEOUS CHLORIN
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,B,04,DISINFECT/CHLORAMINES
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,B,05,DISINFECT/OZONATION
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,C,14,PART-RMVL/RAPID SAND FIL
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,D,19,CORR-CTRL/PH ADJUSTMENT
4500105,BELLE GLADE WATERWORKS,1,BELLE GLADE PLANT,Z,27,OTHER/FLUORIDATION
4500116,BETHEL TEMPLE ASSEMBLY OF GOD,1,BETHEL TEMPLE ASSEMBLY OF GOD,B,02,DISINFECT/HYPOCHLORIN
4500116,BETHEL TEMPLE ASSEMBLY OF GOD,1,BETHEL TEMPLE ASSEMBLY OF GOD,C,29,PART-RMVL/CARTRIDGE FILTR
4500116,BETHEL TEMPLE ASSEMBLY OF GOD,1,BETHEL TEMPLE ASSEMBLY OF GOD,H,25,SOFTENING/ION EXCHANGE
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,B,02,DISINFECT/HYPOCHLORIN
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,C,29,PART-RMVL/CARTRIDGE FILTR
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,D,18,CORR-CTRL/SEQUESTATION
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,D,19,CORR-CTRL/PH ADJUSTMENT
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,E,28,T-O CTRL/PACKED TWR-AERA
4500119,NEW HOPE SOUTH INC ( SUGAR FARMS ),1,FORMER SHELLTON LAND&CATTLE,F,26,ORGN-RMVL/REVERSE OSMOSIS
4500126,BLUE SKY MOBILE HOME PARK,1,BLUE SKY MHP,B,02,DISINFECT/HYPOCHLORIN
4500130,BOCA RATON WTP,1,GLADES ROAD,B,02,DISINFECT/HYPOCHLORIN
4500130,BOCA RATON WTP,1,GLADES ROAD,B,04,DISINFECT/CHLORAMINES
4500130,BOCA RATON WTP,1,GLADES ROAD,C,10,PART-RMVL/COAGULATION
4500130,BOCA RATON WTP,1,GLADES ROAD,C,12,PART-RMVL/SEDIMENTATION
4500130,BOCA RATON WTP,1,GLADES ROAD,C,14,PART-RMVL/RAPID SAND FIL
4500130,BOCA RATON WTP,1,GLADES ROAD,C,15,PART-RMVL/PRESS SAND FILT
4500130,BOCA RATON WTP,1,GLADES ROAD,C,26,PART-RMVL/REVERSE OSMOSIS
4500130,BOCA RATON WTP,1,GLADES ROAD,C,29,PART-RMVL/CARTRIDGE FILTR
4500130,BOCA RATON WTP,1,GLADES ROAD,D,18,CORR-CTRL/SEQUESTATION
4500130,BOCA RATON WTP,1,GLADES ROAD,D,19,CORR-CTRL/PH ADJUSTMENT
4500130,BOCA RATON WTP,1,GLADES ROAD,D,36,CORR-CTRL/CORROSION INHIB
4500130,BOCA RATON WTP,1,GLADES ROAD,F,26,ORGN-RMVL/REVERSE OSMOSIS
4500130,BOCA RATON WTP,1,GLADES ROAD,H,24,SOFTENING/LIME-SODA
4500130,BOCA RATON WTP,1,GLADES ROAD,Z,19,OTHER/PH ADJUSTMENT
4500130,BOCA RATON WTP,1,GLADES ROAD,Z,26,OTHER/REVERSE OSMOSIS
4500132,BOCA RIO GOLF COURSE,1,BOCA RIO GOLF COURSE,B,02,DISINFECT/HYPOCHLORIN
4500141,BOULEVARD DRIVE-IN THEATER,1,BOULEVARD DRIVE-IN THEATER,B,02,DISINFECT/HYPOCHLORIN
4500142,BOULEVARD TRAILER PARK,1,BOULEVARD TRAILER PARK,B,02,DISINFECT/HYPOCHLORIN
4500142,BOULEVARD TRAILER PARK,1,BOULEVARD TRAILER PARK,C,15,PART-RMVL/PRESS SAND FILT
4500144,WESTSIDE BAPTIST CHURCH,1,WESTSIDE BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",B,01,DISINFECT/GASEOUS CHLORIN
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",B,04,DISINFECT/CHLORAMINES
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",C,10,PART-RMVL/COAGULATION
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",C,11,PART-RMVL/FLOCCULATION
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",C,12,PART-RMVL/SEDIMENTATION
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",C,14,PART-RMVL/RAPID SAND FIL
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",D,19,CORR-CTRL/PH ADJUSTMENT
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",D,37,CORR-CTRL/ALKALINITY ADJ.
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",E,01,T-O CTRL/GASEOUS CHLORIN
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",H,24,SOFTENING/LIME-SODA
4500145,BOYNTON BEACH PWS,1,"EAST-BOYNTON BEACH, CITY OF",Z,27,OTHER/FLUORIDATION
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,B,02,DISINFECT/HYPOCHLORIN
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,B,04,DISINFECT/CHLORAMINES
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,C,29,PART-RMVL/CARTRIDGE FILTR
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,D,18,CORR-CTRL/SEQUESTATION
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,D,19,CORR-CTRL/PH ADJUSTMENT
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,D,37,CORR-CTRL/ALKALINITY ADJ.
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,E,28,T-O CTRL/PACKED TWR-AERA
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,F,38,ORGN-RMVL/NANOFILTRATION
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,H,38,SOFTENING/NANOFILTRATION
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,I,38,COLOR RML/NANOFILTRATION
4500145,BOYNTON BEACH PWS,2,WEST R/O PLANT-NANO FILTRATION,Z,27,OTHER/FLUORIDATION
4500151,BREAKERS WEST GOLF CLUB,1,BREAKERS WEST GOLF CLUB,B,02,DISINFECT/HYPOCHLORIN
4500160,"BROTHERS GROVES, INC.",1,"BROTHERS GROVES, INC.",B,02,DISINFECT/HYPOCHLORIN
4500185,ROYAL PALM AUTO TRANSPORTERS,1,BUNKY'S RESTAURANT,B,02,DISINFECT/HYPOCHLORIN
4500194,CALVARY BAPTIST CHURCH,1,BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
4500201,CAMP PERRY,1,CAMP PERRY,B,02,DISINFECT/HYPOCHLORIN
4500206,SOUTHEASTERN STATES UTILITIES,1,UTILITIES INC OF FLORIDA ),A,,NO TRTMT
4500210,THE CARLING HOUSE RESTAURANT,1,FORMER SZECHUAN HOUSE RESTAUR.,B,02,DISINFECT/HYPOCHLORIN
4500210,THE CARLING HOUSE RESTAURANT,1,FORMER SZECHUAN HOUSE RESTAUR.,C,29,PART-RMVL/CARTRIDGE FILTR
4500218,CASA LOMA MHP,1,CASA LOMA MHP,B,02,DISINFECT/HYPOCHLORIN
4500218,CASA LOMA MHP,1,CASA LOMA MHP,C,15,PART-RMVL/PRESS SAND FILT
4500218,CASA LOMA MHP,1,CASA LOMA MHP,F,23,ORGN-RMVL/GAC ADDITION
4500218,CASA LOMA MHP,1,CASA LOMA MHP,H,25,SOFTENING/ION EXCHANGE
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,B,01,DISINFECT/GASEOUS CHLORIN
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,B,04,DISINFECT/CHLORAMINES
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,C,10,PART-RMVL/COAGULATION
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,C,12,PART-RMVL/SEDIMENTATION
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,C,14,PART-RMVL/RAPID SAND FIL
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,E,01,T-O CTRL/GASEOUS CHLORIN
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,E,20,T-O CTRL/AERATION
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,G,10,IRON RMVL/COAGULATION
4500225,PBCWU WTP#7(CENTURY VILLAGE),1,CENTURY VILLAGE,H,24,SOFTENING/LIME-SODA
4500225,PBCWU WTP#7(CENTURY VILLAGE),2,CENTURY VILLAGE,E,20,T-O CTRL/AERATION
4500239,CHILDREN'S CORNER DAY CARE CNT,1,SAME,B,02,DISINFECT/HYPOCHLORIN
4500246,CHRISTIAN REVIVAL CHURCH,1,CHRISTIAN REVIVAL CHURCH,B,02,DISINFECT/HYPOCHLORIN
4500248,CHURCH OF GOD,1,CHURCH OF GOD,B,02,DISINFECT/HYPOCHLORIN
4500261,WOODHAVEN VILLAS,1,WOODHAVEN VILLAS,B,01,DISINFECT/GASEOUS CHLORIN
4500261,WOODHAVEN VILLAS,1,WOODHAVEN VILLAS,C,29,PART-RMVL/CARTRIDGE FILTR
4500261,WOODHAVEN VILLAS,1,WOODHAVEN VILLAS,D,18,CORR-CTRL/SEQUESTATION
4500261,WOODHAVEN VILLAS,1,WOODHAVEN VILLAS,D,36,CORR-CTRL/CORROSION INHIB
4500270,CONGRESS MOTEL & APTS.,1,CONGRESS APARTMENTS WTP,B,02,DISINFECT/HYPOCHLORIN
4500270,CONGRESS MOTEL & APTS.,1,CONGRESS APARTMENTS WTP,C,23,PART-RMVL/GAC ADDITION
4500270,CONGRESS MOTEL & APTS.,1,CONGRESS APARTMENTS WTP,H,25,SOFTENING/ION EXCHANGE
4500271,CONGRESS AVE OFFICE BUILDING,1,CONGRESS AVE OFFICE BLDG WTP,B,02,DISINFECT/HYPOCHLORIN
4500272,LOS COMPADRES BAR,1,LOS COMPADRES BAR,B,02,DISINFECT/HYPOCHLORIN
4500273,CONGRESS LIQUOR-PLUSH PONY W,1,SAME,B,02,DISINFECT/HYPOCHLORIN
4500275,CONGRESS PLAZA,1,CONGRESS PLAZA,B,02,DISINFECT/HYPOCHLORIN
4500276,CONGRESS RESTAURANT,1,CONGRESS RESTAURANT,B,02,DISINFECT/HYPOCHLORIN
4500276,CONGRESS RESTAURANT,1,CONGRESS RESTAURANT,F,23,ORGN-RMVL/GAC ADDITION
4500276,CONGRESS RESTAURANT,1,CONGRESS RESTAURANT,H,25,SOFTENING/ION EXCHANGE
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,B,01,DISINFECT/GASEOUS CHLORIN
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,C,10,PART-RMVL/COAGULATION
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,C,14,PART-RMVL/RAPID SAND FIL
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,D,18,CORR-CTRL/SEQUESTATION
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,E,01,T-O CTRL/GASEOUS CHLORIN
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,E,20,T-O CTRL/AERATION
4500278,RIVIERA BEACH SYSTEM # 2,1,INTERCONNECTED WITH SYSTEM # 1,H,24,SOFTENING/LIME-SODA
4500292,CORAL VOLKSWAGEN,1,CORAL VOLKSWAGEN,B,02,DISINFECT/HYPOCHLORIN
4500294,PAPY'S INTERNATIONAL SPORT PUB,1,KATHY'S BAR & GRILL(FORMER),B,02,DISINFECT/HYPOCHLORIN
4500297,COUNTRY STORE,1,COUNTRY STORE WTP,B,02,DISINFECT/HYPOCHLORIN
4500335,DAIRY QUEEN BRAZIER,1,DAIRY QUEEN BRAZIER,B,02,DISINFECT/HYPOCHLORIN
4500336,DAISEY FRESH BUDGET STORE-SO.,1,DAISEY FRESH WTP,B,02,DISINFECT/HYPOCHLORIN
4500338,DARLINS TAKE-OUT,1,DARLINS TAKE-OUT,B,02,DISINFECT/HYPOCHLORIN
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,B,02,DISINFECT/HYPOCHLORIN
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,B,04,DISINFECT/CHLORAMINES
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,C,10,PART-RMVL/COAGULATION
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,C,12,PART-RMVL/SEDIMENTATION
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,C,14,PART-RMVL/RAPID SAND FIL
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,D,18,CORR-CTRL/SEQUESTATION
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,F,28,ORGN-RMVL/PACKED TWR-AERA
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,G,10,IRON RMVL/COAGULATION
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,H,24,SOFTENING/LIME-SODA
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,Z,19,OTHER/PH ADJUSTMENT
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,1,DELRAY BEACH WATER DEPARTMENT,Z,27,OTHER/FLUORIDATION
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,2,DELRAY BEACH WATER DEPARTMENT,B,04,DISINFECT/CHLORAMINES
4500351,DELRAY BEACH PUBLIC WATER SYSTEM,2,DELRAY BEACH WATER DEPARTMENT,C,14,PART-RMVL/RAPID SAND FIL
4500389,EL RAY MOTEL&UNCLE JACK'S BAR,1,UNCLE JACK'S,B,02,DISINFECT/HYPOCHLORIN
4500389,EL RAY MOTEL&UNCLE JACK'S BAR,1,UNCLE JACK'S,C,29,PART-RMVL/CARTRIDGE FILTR
4500389,EL RAY MOTEL&UNCLE JACK'S BAR,1,UNCLE JACK'S,H,25,SOFTENING/ION EXCHANGE
4500396,LANDING STRIP,1,ENGLISH PUB WTP,B,02,DISINFECT/HYPOCHLORIN
4500399,EPSCP CHURCH OF THE HOLY ROMR,1,SAME,B,02,DISINFECT/HYPOCHLORIN
4500413,MARY'S MLC,1,MARY'S MLC WTP,B,02,DISINFECT/HYPOCHLORIN
4500416,FARMERS MARKET,1,FARMERS MARKET,B,01,DISINFECT/GASEOUS CHLORIN
4500428,FIRST ALLIANCE CHURCH,1,FIRST ALLIANCE CHURCH WTP,B,02,DISINFECT/HYPOCHLORIN
4500430,FIRST BANK WEST,1,FIRST BANK WEST WTP,B,02,DISINFECT/HYPOCHLORIN
4500431,FIRST BAPTIST CHURCH-GREENACRE,1,FIRST BAPTIST CHURCH,B,02,DISINFECT/HYPOCHLORIN
4500439,MEADOWBROOK-(PBCWU WTP #6),1,MEADOWBROOK WTP,B,01,DISINFECT/GASEOUS CHLORIN
4500439,MEADOWBROOK-(PBCWU WTP #6),1,MEADOWBROOK WTP,C,10,PART-RMVL/COAGULATION
4500439,MEADOWBROOK-(PBCWU WTP #6),1,MEADOWBROOK WTP,C,14,PART-RMVL/RAPID SAND FIL
4500439,MEADOWBROOK-(PBCWU WTP #6),1,MEADOWBROOK WTP,E,20,T-O CTRL/AERATION
4500439,MEADOWBROOK-(PBCWU WTP #6),1,MEADOWBROOK WTP,H,24,SOFTENING/LIME-SODA
4500450,EVERGLADES YOUTH CAMP,1,EVERGLADES YOUTH CAMP,B,02,DISINFECT/HYPOCHLORIN
4500450,EVERGLADES YOUTH CAMP,1,EVERGLADES YOUTH CAMP,F,23,ORGN-RMVL/GAC ADDITION
4500450,EVERGLADES YOUTH CAMP,1,EVERGLADES YOUTH CAMP,H,25,SOFTENING/ION EXCHANGE
4500453,PINE JOG\CENTER,1,PINE JOG/CENTER,B,02,DISINFECT/HYPOCHLORIN
4500455,SEMINOLE MANOR SUBDIVISION,1,SEMINOLE MANOR,A,,NO TRTMT
4500466,LAKE CLARKE SHORES,1,LAKE CLARKE SHORES,A,,NO TRTMT
4500479,FOREST HILL ALLIANCE CHURCH,1,FOREST HILL ALLIANCE WTP,B,02,DISINFECT/HYPOCHLORIN
4500491,FOUR POINTS INFANT NURSERY,1,FOUR PTS INFANT NURSERY WTP,B,02,DISINFECT/HYPOCHLORIN
4500498,FRAT HOUSE RESTAURANT,1,,B,02,DISINFECT/HYPOCHLORIN
4500501,FRENCHIES BAR & PKG. STORE,1,,B,02,DISINFECT/HYPOCHLORIN
4500508,GALAXY SKATE WAY,1,,B,02,DISINFECT/HYPOCHLORIN
4500512,GARY MIDWAY RESTAURANT&STATION,1,GARY MIDWAY RESTAURANT,B,02,DISINFECT/HYPOCHLORIN
4500512,GARY MIDWAY RESTAURANT&STATION,1,GARY MIDWAY RESTAURANT,E,01,T-O CTRL/GASEOUS CHLORIN
4500529,DELRAY TRAILER PARK,1,,B,02,DISINFECT/HYPOCHLORIN
4500530,GOLD COAST CHRISTIAN CAMP,1,GOLD COAST CHRISTIAN CAMP,B,02,DISINFECT/HYPOCHLORIN
4500530,GOLD COAST CHRISTIAN CAMP,1,GOLD COAST CHRISTIAN CAMP,C,23,PART-RMVL/GAC ADDITION
4500530,GOLD COAST CHRISTIAN CAMP,1,GOLD COAST CHRISTIAN CAMP,E,25,T-O CTRL/ION EXCHANGE
4500537,GOOD SAMARITAN HOSPITAL,1,GOOD SAMARITAN HOSPITAL,B,01,DISINFECT/GASEOUS CHLORIN
4500537,GOOD SAMARITAN HOSPITAL,1,GOOD SAMARITAN HOSPITAL,D,36,CORR-CTRL/CORROSION INHIB
4500537,GOOD SAMARITAN HOSPITAL,1,GOOD SAMARITAN HOSPITAL,H,25,SOFTENING/ION EXCHANGE
4500543,GRACE PRESBYTERIAN CHURCH,1,GRACE PRESBYTERIAN CHURCH,A,,NO TRTMT
4500547,GRASSO TRAILER COURT,1,,B,02,DISINFECT/HYPOCHLORIN
4500553,GREENACRES FREE METHODIST CH.,1,WTP,A,,NO TRTMT
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,B,02,DISINFECT/HYPOCHLORIN
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,C,29,PART-RMVL/CARTRIDGE FILTR
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,D,18,CORR-CTRL/SEQUESTATION
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,D,19,CORR-CTRL/PH ADJUSTMENT
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,E,28,T-O CTRL/PACKED TWR-AERA
4500560,OKEELANTA SUGAR MILL,1,REVERSE OSMOSIS PLANT(10/20/94,F,26,ORGN-RMVL/REVERSE OSMOSIS
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,B,01,DISINFECT/GASEOUS CHLORIN
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,B,04,DISINFECT/CHLORAMINES
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,C,10,PART-RMVL/COAGULATION
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,C,14,PART-RMVL/RAPID SAND FIL
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,D,18,CORR-CTRL/SEQUESTATION
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,F,28,ORGN-RMVL/PACKED TWR-AERA
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,G,10,IRON RMVL/COAGULATION
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,H,24,SOFTENING/LIME-SODA
4500565,"GULFSTREAM, TOWN OF",1,DELRAY BEACH WTP,Z,27,OTHER/FLUORIDATION
4500581,HARDRIVES - EAST,1,HARDRIVES PAVING,B,02,DISINFECT/HYPOCHLORIN
4500581,HARDRIVES - EAST,1,HARDRIVES PAVING,F,23,ORGN-RMVL/GAC ADDITION
4500581,HARDRIVES - EAST,1,HARDRIVES PAVING,H,25,SOFTENING/ION EXCHANGE
4500587,FLORANDA TRAILER PARK,1,FLORANDA MHP,B,02,DISINFECT/HYPOCHLORIN
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,B,02,DISINFECT/HYPOCHLORIN
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,C,29,PART-RMVL/CARTRIDGE FILTR
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,D,36,CORR-CTRL/CORROSION INHIB
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,E,28,T-O CTRL/PACKED TWR-AERA
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,F,26,ORGN-RMVL/REVERSE OSMOSIS
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,H,26,SOFTENING/REVERSE OSMOSIS
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,K,26,DESALINAT/REVERSE OSMOSIS
4500609,HIGHLAND BEACH WATER PLANT,1,HIGHLAND BEACH WATER PLANT,Z,19,OTHER/PH ADJUSTMENT
4500630,HOLIDAY COUNTRY CLUB GOLF COUR,1,HOLIDAY COUNTRY CLUB WTP,B,02,DISINFECT/HYPOCHLORIN
4500657,HYPOLUXO HARBOR MHP,1,HYPOLUXO HARBOR MHP,B,02,DISINFECT/HYPOCHLORIN
4500657,HYPOLUXO HARBOR MHP,1,HYPOLUXO HARBOR MHP,H,25,SOFTENING/ION EXCHANGE
4500686,JAMAICA BAY MOBILE HOME PARK,1,JAMAICA BAY MOBILE HOME PARK,B,01,DISINFECT/GASEOUS CHLORIN
