PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source
FL-6530772,HIGHLAND PARK,Non-Adjusted,Polk (Primary),220,Natural                       ,No,Ground
FL-6530840,OAK MEADOWS MHP,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground
FL-6530852,SOUTHWEST/POLK COUNTY UTILITY,Consecutive,Polk (Primary),35058,H2SiF6,Yes,Ground
FL-6530870,KATHLEEN OAKS MHP,Non-Adjusted,Polk (Primary),31,Natural                       ,No,Ground
FL-6530915,BRIARWOOD ESTATES,Non-Adjusted,Polk (Primary),72,Natural                       ,No,Ground
FL-6530956,CAMP INN RESORTS,Non-Adjusted,Polk (Primary),1341,Natural                       ,No,Ground
FL-6530973,LAKE FRONT TRAILER PARK,Non-Adjusted,Polk (Primary),63,Natural                       ,No,Ground
FL-6530977,"LAKE HAMILTON, TOWN OF",Consecutive,Polk (Primary),2173,H2SiF6,Yes,Ground
FL-6530995,LAKE REGION MOBILE HOME VILLAG,Non-Adjusted,Polk (Primary),832,Natural                       ,No,Ground
FL-6531000,PLANTATION LANDINGS,Non-Adjusted,Polk (Primary),536,Natural                       ,No,Ground
FL-6531014,"LAKELAND, CITY OF",Adjusted,Polk (Primary),165067,H2SiF6,Yes,Ground
FL-6531021,LAKESIDE RANCH INVESTMENT CORP,Non-Adjusted,Polk (Primary),291,Natural                       ,No,Ground
FL-6531024,SNELL ISLE REALTY LLC,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground
FL-6531052,LAUREL MOBILE HOME PARK/MOTEL,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6531161,MAYGROVE MHP,Non-Adjusted,Polk (Primary),125,Natural                       ,No,Ground
FL-6531222,CHAPMAN'S M.H.P.,Non-Adjusted,Polk (Primary),161,Natural                       ,No,Ground
FL-6531226,MOUNTAIN LAKE ESTATES,Non-Adjusted,Polk (Primary),268,Natural                       ,No,Ground
FL-6531237,"MULBERRY, CITY OF-",Non-Adjusted,Polk (Primary),3380,Natural                       ,No,Ground
FL-6531265,NORTH POINTE S/D,Non-Adjusted,Polk (Primary),172,Natural                       ,No,Ground
FL-6531271,COUNTRY VILLA MHP,Non-Adjusted,Polk (Primary),57,Natural                       ,No,Ground
FL-6531305,ORANGE HILL - SUGAR CREEK,Non-Adjusted,Polk (Primary),579,Natural                       ,No,Ground
FL-6531313,ORCHID SPRINGS,Non-Adjusted,Polk (Primary),671,Natural                       ,No,Ground
FL-6531328,PALM SHORES MH COL,Non-Adjusted,Polk (Primary),31,Natural                       ,No,Ground
FL-6531340,PARADISE ISLAND S/D,Non-Adjusted,Polk (Primary),240,Natural                       ,No,Ground
FL-6531350,PARKWAY MHP,Non-Adjusted,Polk (Primary),45,Natural                       ,No,Ground
FL-6531396,PINE RIDGE ESTATES,Non-Adjusted,Polk (Primary),46,Natural                       ,No,Ground
FL-6531397,PINE LAKE MOBILE HOME PARK,Non-Adjusted,Polk (Primary),111,Natural                       ,No,Ground
FL-6531424,POLK CITY SYSTEM CITY LAKELAND,Non-Adjusted,Polk (Primary),2296,Natural                       ,No,Ground
FL-6531426,POLK CORRECTIONAL INST,Non-Adjusted,Polk (Primary),1341,Natural                       ,No,Ground
FL-6531527,LAKEMONT RIDGE HOME & RV PARK,Non-Adjusted,Polk (Primary),419,Natural                       ,No,Ground
FL-6531572,SADDLEBAG LAKE RESORT,Non-Adjusted,Polk (Primary),1073,Natural                       ,No,Ground
FL-6531584,LIME TREE MOBILE HOME PARK,Non-Adjusted,Polk (Primary),63,Natural                       ,No,Ground
FL-6531596,SCENIC VIEW MHP,Non-Adjusted,Polk (Primary),107,Natural                       ,No,Ground
FL-6531657,PROCTOR'S MHP,Non-Adjusted,Polk (Primary),76,Natural                       ,No,Ground
FL-6531697,SPRING LAKE TRAILER PARK,Non-Adjusted,Polk (Primary),49,Natural                       ,No,Ground
FL-6531739,SUNRISE UTILITIES,Non-Adjusted,Polk (Primary),408,Natural                       ,No,Ground
FL-6531742,SOUTHEAST,Non-Adjusted,Polk (Primary),2529,Natural                       ,No,Ground
FL-6531751,ENCHANTED GROVE MHP,Non-Adjusted,Polk (Primary),206,Natural                       ,No,Ground
FL-6531792,LINCOLN PK MHP C/O JOE EDWARDS,Non-Adjusted,Polk (Primary),27,Natural                       ,No,Ground
FL-6531796,"PINES, THE",Consecutive,Polk (Primary),452,H2SiF6,Yes,Ground
FL-6531812,THREE WORLDS CAMP RESORT,Non-Adjusted,Polk (Primary),45,Natural                       ,No,Ground
FL-6531837,TOWER MANOR ESTATES,Non-Adjusted,Polk (Primary),277,Natural                       ,No,Ground
FL-6531873,HIGHLAND PINES MOBILE HOME PK,Non-Adjusted,Polk (Primary),32,Natural                       ,No,Ground
FL-6531917,WAHNETA WATER SYSTEM,Non-Adjusted,Polk (Primary),4024,Natural                       ,No,Ground
FL-6531923,LINWOOD OAKS M.H.P.,Non-Adjusted,Polk (Primary),70,Natural                       ,No,Ground
FL-6531955,WHIDDEN MOBILE HOME PARK,Non-Adjusted,Polk (Primary),126,Natural                       ,No,Ground
FL-6531957,WHISPERING PINES MHP,Non-Adjusted,Polk (Primary),192,Natural                       ,No,Ground
FL-6531991,WINTER HAVEN MHP,Non-Adjusted,Polk (Primary),426,Natural                       ,No,Ground
FL-6531992,WINTER HAVEN WATER DEPT.,Adjusted,Polk (Primary),63173,H2SiF6,Yes,Ground
FL-6531993,WINTERSET SHORES EST,Non-Adjusted,Polk (Primary),46,Natural                       ,No,Ground
FL-6532232,"HAINES CITY, CITY OF",Adjusted,Polk (Primary),27311,H2SiF6,Yes,Ground
FL-6532234,"LAKE WALES, CITY OF",Non-Adjusted,Polk (Primary),16740,Natural                       ,No,Ground
FL-6532235,NEW HARMONY M H P,Non-Adjusted,Polk (Primary),23,Natural                       ,No,Ground
FL-6532277,LAKE GARFIELD EST./POLK CO.UTL,Non-Adjusted,Polk (Primary),265,Natural                       ,No,Ground
FL-6532339,PEAK HAVEN PARK,Non-Adjusted,Polk (Primary),49,Natural                       ,No,Ground
FL-6532344,SHEPHERD S/D,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6532345,MOUNT OLIVE ESTATES,Non-Adjusted,Polk (Primary),2436,Natural                       ,No,Ground
FL-6532347,LAKE GIBSON ESTATES,Non-Adjusted,Polk (Primary),1696,Natural                       ,No,Ground
FL-6532348,NORTHWEST,Non-Adjusted,Polk (Primary),25109,Natural                       ,No,Ground
FL-6532352,FAIRVIEW VILLAGE,Non-Adjusted,Polk (Primary),139,Natural                       ,No,Ground
FL-6532587,FOXWOOD LAKE ESTATES,Consecutive,Polk (Primary),1624,H2SiF6,Yes,Ground
FL-6532715,SWISS VILLAGE MHP TENNIS &ampGOLF,Non-Adjusted,Polk (Primary),1261,Natural                       ,No,Ground
FL-6532718,DAVENPORT MOB EST,Non-Adjusted,Polk (Primary),349,Natural                       ,No,Ground
FL-6532779,VILLAGE WATER LTD.,Consecutive,Polk (Primary),441,H2SiF6,Yes,Ground
FL-6532781,ARROW LEE APARTMENT,Non-Adjusted,Polk (Primary),63,Natural                       ,No,Ground
FL-6532863,WOODLAND LAKES MHP,Non-Adjusted,Polk (Primary),336,Natural                       ,No,Ground
FL-6534223,SOUTH SHORE RESORT,Non-Adjusted,Polk (Primary),54,Natural                       ,No,Ground
FL-6534441,TOWERWOOD MOBILE HOME PARK,Non-Adjusted,Polk (Primary),268,Natural                       ,No,Ground
FL-6534553,STW PROPERTY DUPLEXES,Non-Adjusted,Polk (Primary),89,Natural                       ,No,Ground
FL-6534609,CENTRAL,Non-Adjusted,Polk (Primary),12156,Natural                       ,No,Ground
FL-6534736,HIDDEN COVE MHP,Non-Adjusted,Polk (Primary),215,Natural                       ,No,Ground
FL-6534766,VAN LAKES,Non-Adjusted,Polk (Primary),308,Natural                       ,No,Ground
FL-6534771,PLEASANT VIEW MHP,Non-Adjusted,Polk (Primary),27,Natural                       ,No,Ground
FL-6534834,GOOD LIFE RV RESORT,Non-Adjusted,Polk (Primary),95,Natural                       ,No,Ground
FL-6534868,TIMBER CREEK SUBDIVISION,Consecutive,Polk (Primary),497,H2SiF6,Yes,Ground
FL-6534880,SPRING HILL MHP,Non-Adjusted,Polk (Primary),683,Natural                       ,No,Ground
FL-6534886,SUNLAKE TERRACE ESTATES,Non-Adjusted,Polk (Primary),894,Natural                       ,No,Ground
FL-6534902,HICKORY LAKE ESTATES,Non-Adjusted,Polk (Primary),102,Natural                       ,No,Ground
FL-6534918,CAREFREE RV SUBDIVISION,Non-Adjusted,Polk (Primary),701,Natural                       ,No,Ground
FL-6534994,WILLOW OAK ESTATES,Non-Adjusted,Polk (Primary),97,Natural                       ,No,Ground
FL-6534996,ORANGE ACRES RANCH,Non-Adjusted,Polk (Primary),179,Natural                       ,No,Ground
FL-6534999,COUNTRY CLASS POLK,Non-Adjusted,Polk (Primary),229,Natural                       ,No,Ground
FL-6535026,CENTRAL LEISURE LAKE MPH & RV,Non-Adjusted,Polk (Primary),173,Natural                       ,No,Ground
FL-6535055,"CYPRESS LAKE UTILITIES, INC",Non-Adjusted,Polk (Primary),3056,Natural                       ,No,Ground
FL-6535063,SOUTHERN OAKS MHP,Non-Adjusted,Polk (Primary),22,Natural                       ,No,Ground
FL-6535064,SWISS GOLF & TENNIS CLUB,Non-Adjusted,Polk (Primary),1699,Natural                       ,No,Ground
FL-6535070,Lelynn RV Resort,Non-Adjusted,Polk (Primary),313,Natural                       ,No,Ground
FL-6535079,PINECREST UTILITIE LLC,Non-Adjusted,Polk (Primary),362,Natural                       ,No,Ground
FL-6535084,GREEN ACRES MOBILE HOME PARK,Non-Adjusted,Polk (Primary),55,Natural                       ,No,Ground
FL-6535097,BAILEY PLACE MHP,Non-Adjusted,Polk (Primary),134,Natural                       ,No,Ground
FL-6535171,SWEETWATER COMMUNITY INC.,Non-Adjusted,Polk (Primary),572,Natural                       ,No,Ground
FL-6535235,KEEN MOBILE HOME SUBDIVISION,Non-Adjusted,Polk (Primary),237,Natural                       ,No,Ground
FL-6535242,SOUTHERN PINES/JAMES ANDREWS,Non-Adjusted,Polk (Primary),358,Natural                       ,No,Ground
FL-6535269,LAKE HENRY ESTATES,Non-Adjusted,Polk (Primary),429,Natural                       ,No,Ground
FL-6535304,"BRADLEY JUNCTION, TOWN OF",Non-Adjusted,Polk (Primary),1127,Natural                       ,No,Ground
FL-6535360,FOUR LAKES GOLF CLUB,Non-Adjusted,Polk (Primary),1431,Natural                       ,No,Ground
FL-6535393,MCLEOD GARDENS WATER SYSTEM,Non-Adjusted,Polk (Primary),340,Natural                       ,No,Ground
FL-6535463,RAINBOW RESORT,Non-Adjusted,Polk (Primary),671,Natural                       ,No,Ground
FL-6535676,DEER CREEK GOLF & RV RESORT,Consecutive,Polk (Primary),1162,Natural                       ,No,Ground
FL-6535707,WAVERLY WATER SYSTEM,Non-Adjusted,Polk (Primary),1322,Natural                       ,No,Ground
FL-6580326,SARASOTA-CITY OF,Natural,Sarasota (Primary),49503,Natural                       ,Yes,Ground
FL-6580531,ENGLEWOOD WATER DIST,Non-Adjusted,Sarasota (Primary),33981,Natural                       ,No,Ground
FL-6580600,FLORIDA PINES MOBILE HOME PARK,Non-Adjusted,Sarasota (Primary),250,Natural                       ,No,Ground
FL-6580651,NORTH PORT UTILITIES,Consecutive,Sarasota (Primary),46507,Natural                       ,No,Surface
FL-6581246,MYAKKA MOBILE HOME CT,Non-Adjusted,Sarasota (Primary),138,Natural                       ,No,Ground
FL-6581591,SARASOTA CO SPECIAL UTIL DIST,Consecutive,Sarasota (Primary),152904,H2SiF6,Yes,Surface
FL-6581741,SUN N FUN RESORT INC,Non-Adjusted,Sarasota (Primary),3398,Natural                       ,No,Ground
FL-6581900,VENICE RANCH MOBILE HOME ESTAT,Non-Adjusted,Sarasota (Primary),264,Natural                       ,No,Ground
FL-6581901,VENICE WATER DEPT  CITY OF,Non-Adjusted,Sarasota (Primary),28038,Natural                       ,No,Ground
FL-6581987,WINDWARD ISLE MHP WATER SYSTEM,Non-Adjusted,Sarasota (Primary),273,Natural                       ,No,Ground
FL-6582294,LAKE TIPPECANOE,Non-Adjusted,Sarasota (Primary),259,Natural                       ,No,Ground
FL-6582544,KINGS GATE CLUB,Non-Adjusted,Sarasota (Primary),749,Natural                       ,No,Ground
FL-6584439,CAMELOT LAKES,Non-Adjusted,Sarasota (Primary),1520,Natural                       ,No,Ground
FL-6588003,PLURIS - SOUTH GATE UTILITIES,Consecutive,Sarasota (Primary),14214,H2SiF6,Yes,Surface
FL-6600210,CITY OF BUSHNELL,Non-Adjusted,Sumter (Primary),1796,Natural                       ,No,Ground
FL-6600316,CENTER HILL WATER DEPT-CITY OF,Non-Adjusted,Sumter (Primary),681,Natural                       ,No,Ground
FL-6600330,WEBSTER-CITY OF,Non-Adjusted,Sumter (Primary),715,Natural                       ,No,Ground
FL-6600331,WILDWOOD-CITY OF,Non-Adjusted,Sumter (Primary),15392,Natural                       ,No,Ground
FL-6600347,THE WOODS  (USA UTIL.),Non-Adjusted,Sumter (Primary),193,Natural                       ,No,Ground
FL-6600533,WEBSTER MOBILE & TRAVEL PARK,Non-Adjusted,Sumter (Primary),139,Natural                       ,No,Ground
FL-6600990,LAKE PANASOFFKEE WATER ASSN,Non-Adjusted,Sumter (Primary),4151,Natural                       ,No,Ground
FL-6601062,LEISURE TIME MOBILE HOME PARK,Non-Adjusted,Sumter (Primary),100,Natural                       ,No,Ground
FL-6601345,CAROLYN & RON'S FAMILY PARK,Non-Adjusted,Sumter (Primary),54,Natural                       ,No,Ground
FL-6601460,RAILS END TR PK,Non-Adjusted,Sumter (Primary),134,Natural                       ,No,Ground
FL-6601467,OAK TREE CIRCLE PARK LLC,Non-Adjusted,Sumter (Primary),63,Natural                       ,No,Ground
FL-6601737,SUMTER CORRECTIONAL INST,Non-Adjusted,Sumter (Primary),1795,Natural                       ,No,Ground
FL-6601866,TURTLEBACK RV AND MOBILE HOME PARK,Non-Adjusted,Sumter (Primary),179,Natural                       ,No,Ground
FL-6604824,OAKLAND HILLS,Non-Adjusted,Sumter (Primary),939,Natural                       ,No,Ground
FL-6604861,CITY OF COLEMAN WTP,Non-Adjusted,Sumter (Primary),737,Natural                       ,No,Ground
FL-6604862,LITTLE SUMTER UTILITIES #1,Non-Adjusted,Sumter (Primary),22695,Natural                       ,No,Ground
FL-6605002,JUMPER CREEK MANOR,Non-Adjusted,Sumter (Primary),45,Natural                       ,No,Ground
FL-6605012,NORTH SUMTER UTILITY,Non-Adjusted,Sumter (Primary),39804,Natural                       ,No,Ground
FL-6605023,ORANGE BLOSSOM UTILITIES INC,Non-Adjusted,Sumter (Primary),300,Natural                       ,No,Ground
FL-6605038,CENTRAL SUMTER UTILITY,Non-Adjusted,Sumter (Primary),17613,Natural                       ,No,Ground
