,PWSID,SYSTEMNAME,PLANTNUMBER,PLANTNAME,OBJECTIVEID,PROCESSID,PROCESSOBJECTIVEDESC
9171,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),1,HIDDEN SPRINGS,Z,27.0,OTHER/FLUORIDATION
9172,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),2,HIDDEN SPRINGS PUMP STATION,A,999.0,NO TRTMT
9173,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),3,OAK MEADOWS,B,2.0,DISINFECT/HYPOCHLORIN
9174,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),3,OAK MEADOWS,E,20.0,T-O CTRL/AERATION
9175,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),3,OAK MEADOWS,Z,27.0,OTHER/FLUORIDATION
9176,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),4,WESTERN REGIONAL,B,2.0,DISINFECT/HYPOCHLORIN
9177,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),4,WESTERN REGIONAL,D,19.0,CORR-CTRL/PH ADJUSTMENT
9178,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),4,WESTERN REGIONAL,Z,27.0,OTHER/FLUORIDATION
9179,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),5,RIVERSIDE PUMP STATION,B,1.0,DISINFECT/GASEOUS CHLORIN
9180,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),5,RIVERSIDE PUMP STATION,E,20.0,T-O CTRL/AERATION
9181,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),6,BENT OAKS PUMP STATION,B,1.0,DISINFECT/GASEOUS CHLORIN
9182,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),6,BENT OAKS PUMP STATION,E,20.0,T-O CTRL/AERATION
9183,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),7,COUNTY ROAD 535 WTF,B,2.0,DISINFECT/HYPOCHLORIN
9184,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),7,COUNTY ROAD 535 WTF,Z,27.0,OTHER/FLUORIDATION
9185,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),8,MALCOLM ROAD WATER SUPPLY FAC,B,2.0,DISINFECT/HYPOCHLORIN
9186,3481546,OCUD/WESTERN REGIONAL WTR SYS (5 WPS),8,MALCOLM ROAD WATER SUPPLY FAC,B,27.0,DISINFECT/FLUORIDATION
9187,3481547,OCUD/PARTLOW ACRES(CONSEC.),1,PARTLOW ACRES,A,999.0,NO TRTMT
9188,3481548,OCPU/VISTANA,1,VISTANA,B,1.0,DISINFECT/GASEOUS CHLORIN
9189,3481551,CONESTOGA MOBILE HOME PARK,1,CONESTOGA MHP,B,2.0,DISINFECT/HYPOCHLORIN
9190,3481552,MORRISON SUBDIVISION,1,"FUDGE RD.,PLY.",B,2.0,DISINFECT/HYPOCHLORIN
9191,3481556,MAI TAI VILLAGE(CONSEC.),1,15A/CURRY FORD,A,999.0,NO TRTMT
9192,3481571,BIG OAKS MOBILE HOME PARK,1,BIG OAKS MHP,B,2.0,DISINFECT/HYPOCHLORIN
9193,3481571,BIG OAKS MOBILE HOME PARK,1,BIG OAKS MHP,E,20.0,T-O CTRL/AERATION
9194,3481577,FISHERMAN'S PARADISE,1,FISHERMAN'S PARADISE,B,2.0,DISINFECT/HYPOCHLORIN
9195,3481592,OCPU/COLLEGE HEIGHTS,1,NORTH TANNER RD,B,2.0,DISINFECT/HYPOCHLORIN
9196,3481594,OCPU/BENT OAKS,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9197,3484022,TURKEY LAKE PARK,1,Unknown,B,1.0,DISINFECT/GASEOUS CHLORIN
9198,3484093,CFTOD CENTRAL (4 WPS),1,"PUMP STA.""C""(WELLS 6 & 16)",B,2.0,DISINFECT/HYPOCHLORIN
9199,3484093,CFTOD CENTRAL (4 WPS),2,WELL # 7 (EMERGENCY USE ONLY),B,1.0,DISINFECT/GASEOUS CHLORIN
9200,3484093,CFTOD CENTRAL (4 WPS),3,"WELL#5/130,000GST/P/T(CLSD4/00",B,1.0,DISINFECT/GASEOUS CHLORIN
9201,3484093,CFTOD CENTRAL (4 WPS),4,"PUMP STA""B"" (WELLS 2, 2A, 17)",B,2.0,DISINFECT/HYPOCHLORIN
9202,3484093,CFTOD CENTRAL (4 WPS),5,"PUMP STA""A"" (WELLS 9, 10)",B,2.0,DISINFECT/HYPOCHLORIN
9203,3484093,CFTOD CENTRAL (4 WPS),6,"PUMP STA D (WELLS 18, 19)",B,2.0,DISINFECT/HYPOCHLORIN
9204,3484094,"WDW-SUBDISTRICT I-PUMP STA ""A""",2,WELL # 13 (EMERGENCY USE),B,1.0,DISINFECT/GASEOUS CHLORIN
9205,3484095,WDW WELL 11(BAY LAKE MHP),1,BAY LAKE MHP(WDW WELL 11),B,2.0,DISINFECT/HYPOCHLORIN
9206,3484096,WDW WELL 12(LITTLE LAKE BRYAN),1,LITTLE LAKE BRYAN(WDW WELL 12),B,2.0,DISINFECT/HYPOCHLORIN
9207,3484097,WDW WELL 14(WASTEWATER PLANT),1,WELL 14,B,1.0,DISINFECT/GASEOUS CHLORIN
9208,3484098,WDW WELL 15(TREE FARM),1,WDW WELL 15(TREE FARM),B,2.0,DISINFECT/HYPOCHLORIN
9209,3484108,HELLER BROTHERS-HARTZOG RD,1,HELLER BROTHERS-HARTZOG RD,B,2.0,DISINFECT/HYPOCHLORIN
9210,3484111,UNION 76 STATION,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9211,3484118,FLORIDA TRIM & DOOR,1,Unknown,B,2.0,DISINFECT/HYPOCHLORIN
9212,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),1,CYPRESS WALK,B,2.0,DISINFECT/HYPOCHLORIN
9213,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),1,CYPRESS WALK,E,20.0,T-O CTRL/AERATION
9214,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),1,CYPRESS WALK,Z,27.0,OTHER/FLUORIDATION
9215,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),2,VISTANA,B,2.0,DISINFECT/HYPOCHLORIN
9216,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),2,VISTANA,Z,27.0,OTHER/FLUORIDATION
9217,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),3,ORANGEWOOD,B,2.0,DISINFECT/HYPOCHLORIN
9218,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),3,ORANGEWOOD,Z,27.0,OTHER/FLUORIDATION
9219,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),4,HUNTERS CREEK,B,2.0,DISINFECT/HYPOCHLORIN
9220,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),4,HUNTERS CREEK,E,20.0,T-O CTRL/AERATION
9221,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),4,HUNTERS CREEK,Z,27.0,OTHER/FLUORIDATION
9222,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),6,SOUTHERN REGIONAL,B,2.0,DISINFECT/HYPOCHLORIN
9223,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),6,SOUTHERN REGIONAL,B,5.0,DISINFECT/OZONATION
9224,3484119,OCUD/SOUTHERN WATER SYS (5 WPS),6,SOUTHERN REGIONAL,B,27.0,DISINFECT/FLUORIDATION
9225,3484121,LAKE JOHN'S MOTEL AND R.V.,1,LAKE JOHN'S MOTEL AND R.V.,B,2.0,DISINFECT/HYPOCHLORIN
9226,3484124,UNIVERSITY CLEANERS,1,UNIVERSITY CLEANERS,A,999.0,NO TRTMT
9227,3484125,OCPU/LAKE VISTA VILLAGE,1,LAKE VISTA VILLAGE,B,1.0,DISINFECT/GASEOUS CHLORIN
9228,3484127,OCPU/SWEETWATER WATER AREA,1,SANLANDO-WEKIVA WTP(CONSEC.TO),B,1.0,DISINFECT/GASEOUS CHLORIN
9229,3484127,OCPU/SWEETWATER WATER AREA,1,SANLANDO-WEKIVA WTP(CONSEC.TO),E,20.0,T-O CTRL/AERATION
9230,3484128,OCPU/VALENCIA C C WATER AREA,1,OCPU-ECON WTP(CONSECUTIVE TO),B,1.0,DISINFECT/GASEOUS CHLORIN
9231,3484128,OCPU/VALENCIA C C WATER AREA,1,OCPU-ECON WTP(CONSECUTIVE TO),E,20.0,T-O CTRL/AERATION
9232,3484129,GLENN ROAD MHP,1,GLENN  ROAD MHP,B,2.0,DISINFECT/HYPOCHLORIN
9233,3484129,GLENN ROAD MHP,1,GLENN  ROAD MHP,E,20.0,T-O CTRL/AERATION
9234,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,B,2.0,DISINFECT/HYPOCHLORIN
9235,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,C,10.0,PART-RMVL/COAGULATION
9236,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,C,11.0,PART-RMVL/FLOCCULATION
9237,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,C,12.0,PART-RMVL/SEDIMENTATION
9238,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,C,14.0,PART-RMVL/RAPID SAND FIL
9239,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,E,20.0,T-O CTRL/AERATION
9240,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,H,24.0,SOFTENING/LIME-SODA
9241,3484130,STANTON ENERGY CENTER,1,STANTON ENERGY CENTER,Z,19.0,OTHER/PH ADJUSTMENT
9242,3484131,GOLDEN DRAGON RESTAURANT,1,GOLDEN DRAGON RESTAURANT,B,2.0,DISINFECT/HYPOCHLORIN
9243,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),1,ECON WTP,B,2.0,DISINFECT/HYPOCHLORIN
9244,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),1,ECON WTP,E,20.0,T-O CTRL/AERATION
9245,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),1,ECON WTP,Z,27.0,OTHER/FLUORIDATION
9246,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),2,BONNEVILLE WTP,B,2.0,DISINFECT/HYPOCHLORIN
9247,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),2,BONNEVILLE WTP,D,19.0,CORR-CTRL/PH ADJUSTMENT
9248,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),2,BONNEVILLE WTP,E,20.0,T-O CTRL/AERATION
9249,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),3,CONWAY WTP,B,1.0,DISINFECT/GASEOUS CHLORIN
9250,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),3,CONWAY WTP,E,20.0,T-O CTRL/AERATION
9251,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),4,EASTERN REGIONAL PLANT,B,2.0,DISINFECT/HYPOCHLORIN
9252,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),4,EASTERN REGIONAL PLANT,E,19.0,T-O CTRL/PH ADJUSTMENT
9253,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),4,EASTERN REGIONAL PLANT,E,28.0,T-O CTRL/PACKED TWR-AERA
9254,3484132,OCUD/EASTERN WATER SYSTEM (2 WP),4,EASTERN REGIONAL PLANT,Z,27.0,OTHER/FLUORIDATION
9255,3484133,AUDUBON VILLAGE MHP (CONSEC),1,AUDUBON VILLAGE MHP,A,999.0,NO TRTMT
9256,3484134,OCPU/HUNTER'S CREEK,1,HUNTER'S CREEK-EGRETS TOWER DR,B,1.0,DISINFECT/GASEOUS CHLORIN
9257,3484134,OCPU/HUNTER'S CREEK,1,HUNTER'S CREEK-EGRETS TOWER DR,E,20.0,T-O CTRL/AERATION
9258,3484135,OCUD/MEADOW WOODS WATER SYSTEM,1,MEADOW WOODS,B,1.0,DISINFECT/GASEOUS CHLORIN
9259,3484135,OCUD/MEADOW WOODS WATER SYSTEM,1,MEADOW WOODS,E,20.0,T-O CTRL/AERATION
9260,3484137,CLARCONA ELEMENTARY SCHOOL,1,CLARCONA ELEM.SCHOOL,B,2.0,DISINFECT/HYPOCHLORIN
9261,3484137,CLARCONA ELEMENTARY SCHOOL,1,CLARCONA ELEM.SCHOOL,D,36.0,CORR-CTRL/CORROSION INHIB
9262,3484139,OUC/SOUTHEAST WTP,1,OUC/LAKE NONA,B,2.0,DISINFECT/HYPOCHLORIN
9263,3484139,OUC/SOUTHEAST WTP,1,OUC/LAKE NONA,D,19.0,CORR-CTRL/PH ADJUSTMENT
9264,3484139,OUC/SOUTHEAST WTP,2,OUC/SOUTHEAST WP,B,1.0,DISINFECT/GASEOUS CHLORIN
9265,3484139,OUC/SOUTHEAST WTP,2,OUC/SOUTHEAST WP,B,27.0,DISINFECT/FLUORIDATION
9266,3484139,OUC/SOUTHEAST WTP,2,OUC/SOUTHEAST WP,D,19.0,CORR-CTRL/PH ADJUSTMENT
9267,3484139,OUC/SOUTHEAST WTP,2,OUC/SOUTHEAST WP,F,5.0,ORGN-RMVL/OZONATION
9268,3484140,CAPE ORLANDO COMM CORR CTR,1,CAPE ORLANDO COMM CORR CTR,B,2.0,DISINFECT/HYPOCHLORIN
9269,3484141,COUNTRY CLUB VILLAGE,1,COUNTRY CLUB VILLAGE,B,1.0,DISINFECT/GASEOUS CHLORIN
9270,3484143,OLD CHENEY/CARPENTER MHP,1,OLD CHENEY/CARPENTER MHP,B,2.0,DISINFECT/HYPOCHLORIN
9271,3484144,MARY QUEEN OF THE UNIVERSE,1,MARY QUEEN OF THE UNIVERSE,B,1.0,DISINFECT/GASEOUS CHLORIN
9272,3484145,CLASSIC CHEVY,1,CLASSIC CHEVY,B,2.0,DISINFECT/HYPOCHLORIN
9273,3484146,CHURCH OF GOD-CHRISTMAS,1,CHURCH OF GOD-CHRISTMAS,B,2.0,DISINFECT/HYPOCHLORIN
9274,3484147,CIRCLE K #7440-APOPKA / RIGHTWAY FUELS,1,CIRCLE K #7440/APOPKA,B,2.0,DISINFECT/HYPOCHLORIN
9275,3484148,MOUNT DORA SHELL,1,MOUNT DORA SHELL,B,2.0,DISINFECT/HYPOCHLORIN
9276,3484148,MOUNT DORA SHELL,1,MOUNT DORA SHELL,H,25.0,SOFTENING/ION EXCHANGE
9277,3484149,ORANGE PRIMITIVE BAPTIST CHRCH,1,"""ORANGE"" PRIMITIVE BAPTIST CHU",B,2.0,DISINFECT/HYPOCHLORIN
9278,3484150,REMCO,1,REMCO,B,2.0,DISINFECT/HYPOCHLORIN
9279,3484151,CUMBERLAND FARMS-UNION PARK,1,CUMBERLAND FARMS-UNION PARK,B,2.0,DISINFECT/HYPOCHLORIN
9280,3484152,RIGHT WAY FOODS,1,RIGHT WAY FOODS,B,2.0,DISINFECT/HYPOCHLORIN
9281,3484153,UNION PARK VETERINARY HOSPITAL,1,LEEPER VETERINARIAN HOSPITAL,B,2.0,DISINFECT/HYPOCHLORIN
9282,3484154,RADIO STATION WOKB,1,RADIO STATION WOKB,B,2.0,DISINFECT/HYPOCHLORIN
9283,3484155,DAVE SHAW CHEVRON,1,DAVE SHAW CHEVRON,B,2.0,DISINFECT/HYPOCHLORIN
9284,3484156,TAVERN INN-HWY 15A,1,TAVERN INN-HWY 15A,B,2.0,DISINFECT/HYPOCHLORIN
9285,3484157,SHOP & GO-CLARCONA,1,SHOP & GO-CLARCONA,B,2.0,DISINFECT/HYPOCHLORIN
9286,3484158,SHOP & GO-BITHLO,1,SHOP & GO-BITHLO,B,2.0,DISINFECT/HYPOCHLORIN
9287,3484159,ABC BUS SALES-KILLARNEY,1,ABC BUS SALES-KILLARNEY,B,2.0,DISINFECT/HYPOCHLORIN
9288,3484160,HALL LIQUOR STORE & LOUNGE,1,HALL LIQUOR STORE & LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
9289,3484161,CIRCLE K #7432/UNIVERSITY,1,CIRCLE K #7432/UNIVERSITY,B,2.0,DISINFECT/HYPOCHLORIN
9290,3484162,BROOKS PRODUCTS INC,1,BROOKS PRODUCTS INC,B,2.0,DISINFECT/HYPOCHLORIN
9291,3484165,VANDERHOEVEN USA INC,1,VANDERHOEVEN USA INC,B,2.0,DISINFECT/HYPOCHLORIN
9292,3484166,CONWAY VOLUNTEER FIREMAN ASSOC,1,CONWAY VOLUNTEER FIREMAN ASSOC,B,2.0,DISINFECT/HYPOCHLORIN
9293,3484167,MAXWELL OFFICE & WAREHOUSE,1,MAXWELL OFFICE & WAREHOUSE,B,2.0,DISINFECT/HYPOCHLORIN
9294,3484168,JIFFY FOOD STORE-SR 434 APOPKA,1,JIFFY FOOD STORE-SR 434 APOPKA,B,2.0,DISINFECT/HYPOCHLORIN
9295,3484169,CHURCH OF CHRIST-HARRELL RD,1,CHURCH OF CHRIST-HARRELL RD,B,2.0,DISINFECT/HYPOCHLORIN
9296,3484170,FAIRWAYS COUNTRY CLUB(CONSEC),1,FAIRWAYS COUNTRY CLUB,A,999.0,NO TRTMT
9297,3484171,H.B.J. WAREHOUSE,1,HBJ,B,2.0,DISINFECT/HYPOCHLORIN
9298,3484172,ROCK SPRINGS ELEMENTARY,1,ROCK SPRINGS ELEMENTARY,B,2.0,DISINFECT/HYPOCHLORIN
9299,3484172,ROCK SPRINGS ELEMENTARY,1,ROCK SPRINGS ELEMENTARY,D,36.0,CORR-CTRL/CORROSION INHIB
9300,3484173,OCPU/MCCULLOCH WATER AREA,1,OCPU/SHEFFIELD FOREST S/D,B,1.0,DISINFECT/GASEOUS CHLORIN
9301,3484173,OCPU/MCCULLOCH WATER AREA,1,OCPU/SHEFFIELD FOREST S/D,E,20.0,T-O CTRL/AERATION
9302,3484174,"TWYFORD PLANT LABORATORIES, INC.",1,TWYFORD PLANT LABORATORIES,B,2.0,DISINFECT/HYPOCHLORIN
9303,3484175,J&C MHP,1,J & C MOBILE HOME PARK,B,2.0,DISINFECT/HYPOCHLORIN
9304,3484176,GROWERS PRECOOLER,1,GROWERS PRECOOLER,B,2.0,DISINFECT/HYPOCHLORIN
9305,3484177,J & C MOBILE HOME PARK,1,J & C MHP,B,2.0,DISINFECT/HYPOCHLORIN
9306,3484177,J & C MOBILE HOME PARK,1,J & C MHP,E,20.0,T-O CTRL/AERATION
9307,3484177,J & C MOBILE HOME PARK,1,J & C MHP,Z,23.0,OTHER/GAC ADDITION
9308,3484178,GENE BATSON GREENHOUSE,1,FLORICO FOLIAGE,B,2.0,DISINFECT/HYPOCHLORIN
9309,3484180,UNITED PENTECOSTAL CH/APOPKA,1,UNITED PENTECOSTAL CH OF APOPK,B,2.0,DISINFECT/HYPOCHLORIN
9310,3484181,FORT CHRISTMAS PARK,1,FORT CHRISTMAS PARK,B,2.0,DISINFECT/HYPOCHLORIN
9311,3484182,MARSELL'S WATER PLANT,1,MARSELL'S,A,999.0,NO TRTMT
9312,3484183,CHURCH OF GOD OF PROPHECY,1,CHURCH OF GOD OF PROPHECY,B,2.0,DISINFECT/HYPOCHLORIN
9313,3484184,ORANGE LODGE,1,ORANGE LODGE,B,2.0,DISINFECT/HYPOCHLORIN
9314,3484185,LAKE APOPKA MARINA,1,LAKE APOPKA MARINA,A,999.0,NO TRTMT
9315,3484186,PINE HILLS 7TH DAY ADVENT. CH,1,PINE HILLS 7TH DAY ADVENT. CH,B,2.0,DISINFECT/HYPOCHLORIN
9316,3484187,JACK'S TRUCK STOP,1,JACK'S TRUCK STOP,A,999.0,NO TRTMT
9317,3484188,SAWTEK INCORPORATED,1,SAWTEK,B,2.0,DISINFECT/HYPOCHLORIN
9318,3484189,CURRY FORD MAINLINE,1,EASTERN BELTWAY TOLL PLAZA,B,2.0,DISINFECT/HYPOCHLORIN
9319,3484191,RIGHT FUEL & FOOD,1,RITE FUEL,B,2.0,DISINFECT/HYPOCHLORIN
9320,3484192,ZACHARY'S GROCERY,1,ZACHARY'S GROCERY,B,2.0,DISINFECT/HYPOCHLORIN
9321,3484193,CIRCLE K #7490/WINTER GARDEN,1,CIRCLE K #7490/WINTER GARDEN,B,2.0,DISINFECT/HYPOCHLORIN
9322,3484195,ORNBERG BUILDING,1,ORNBERG BUILDING,B,2.0,DISINFECT/HYPOCHLORIN
9323,3484197,AUTOMOTIVE OPTIONS,1,ALOHA CAFE-DONUT MAKER,B,2.0,DISINFECT/HYPOCHLORIN
9324,3484198,TRAILDUSTER'S INN,1,TRAILDUSTER'S INN,B,2.0,DISINFECT/HYPOCHLORIN
9325,3484199,PETE'S VARSITY SPORTS PUB,1,VARSITY SPORTS PUB,A,999.0,NO TRTMT
9326,3484200,J&M CONVENIENCE STORE,1,J&M CONVENIENCE STORE,B,2.0,DISINFECT/HYPOCHLORIN
9327,3484201,FIRST SCHOOL,1,FIRST SCHOOL,B,2.0,DISINFECT/HYPOCHLORIN
9328,3484202,UNIDAS,1,UNIDAS (FORMERLY AIRWAYS RENT),B,2.0,DISINFECT/HYPOCHLORIN
9329,3484203,LAKE JOHN'S MOTEL,1,LAKE JOHN'S MOTEL,B,2.0,DISINFECT/HYPOCHLORIN
9330,3484204,ICA [INFRASTRUCTURE CORP OF AMER],1,GENERAL RENT-A-CAR,B,1.0,DISINFECT/GASEOUS CHLORIN
9331,3484204,ICA [INFRASTRUCTURE CORP OF AMER],1,GENERAL RENT-A-CAR,D,19.0,CORR-CTRL/PH ADJUSTMENT
9332,3484205,SMYTH LUMBER,1,SMYTH LUMBER,B,2.0,DISINFECT/HYPOCHLORIN
9333,3484206,CENTRAL FLORIDA CHRISTIAN SCH.,1,CENTRAL FLA.CHRISTIAN SCHOOL,A,999.0,NO TRTMT
9334,3484207,ABC LIQUORS # 103,1,ABC LIQUORS # 103,B,2.0,DISINFECT/HYPOCHLORIN
9335,3484208,ANTHONY HOUSE,1,ANTHONY HOUSE,B,2.0,DISINFECT/HYPOCHLORIN
9336,3484209,ALPHABET GANG,1,ALPHABET GANG,B,2.0,DISINFECT/HYPOCHLORIN
9337,3484210,BERNIE'S FROSTED MUG,1,BERNIE'S FROSTED MUG,B,2.0,DISINFECT/HYPOCHLORIN
9338,3484211,BECKY'S GROCERY,1,BECKY'S COUNTRY STORE,B,2.0,DISINFECT/HYPOCHLORIN
9339,3484212,TRANSTAR TRANSPORTATION,1,TRANSTAR TRANSPORTATION,B,2.0,DISINFECT/HYPOCHLORIN
9340,3484213,"CITGO FOOD MART USA, INC.",1,"CITGO FOOD MART USA, INC.",B,2.0,DISINFECT/HYPOCHLORIN
9341,3484214,SENNINGER IRRIGATION,1,SENNINGER IRRIGATION,B,2.0,DISINFECT/HYPOCHLORIN
9342,3484215,CIRCLE K #7502/BITHLO,1,CIRCLE K #7502/BITHLO,B,2.0,DISINFECT/HYPOCHLORIN
9343,3484215,CIRCLE K #7502/BITHLO,1,CIRCLE K #7502/BITHLO,E,20.0,T-O CTRL/AERATION
9344,3484217,AMERICAN LEGION #242,1,AMERICAN LEGION # 242,B,2.0,DISINFECT/HYPOCHLORIN
9345,3484218,BRANTLEY'S MOBILE HOME PARK,1,BRANTLEY'S MOBILE HOME PARK,B,2.0,DISINFECT/HYPOCHLORIN
9346,3484218,BRANTLEY'S MOBILE HOME PARK,1,BRANTLEY'S MOBILE HOME PARK,E,20.0,T-O CTRL/AERATION
9347,3484219,CAMBIO'S FAST FOODS,1,CAMBIO'S FAST FOODS,B,2.0,DISINFECT/HYPOCHLORIN
9348,3484220,CHRIST THE KING LUTHERAN CH.,1,CHRIST THE KING LUTHERAN CH.,B,2.0,DISINFECT/HYPOCHLORIN
9349,3484221,CHRISTMAS GROCERY,1,CHRISTMAS GROCERY,B,2.0,DISINFECT/HYPOCHLORIN
9350,3484222,DR. DENSON OFFICE COMPLEX,1,DR. DENSON OFFICE COMPLEX,B,2.0,DISINFECT/HYPOCHLORIN
9351,3484223,SWEET MAMA'S,1,SWEET MAMA'S,B,2.0,DISINFECT/HYPOCHLORIN
9352,3484224,DISCOUNT SEAFOOD,1,DISCOUNT SEAFOOD,B,2.0,DISINFECT/HYPOCHLORIN
9353,3484225,INDIAN PENTACOSTAL CHURCH,1,FIRST BAPTIST CHURCH OF LBV,B,2.0,DISINFECT/HYPOCHLORIN
9354,3484226,JUNGLE ADVENTURE,1,JUNGLE ADVENTURE(GATOR JUNGLE),B,2.0,DISINFECT/HYPOCHLORIN
9355,3484227,MOTEL X,1,GENEVA MOTEL,B,2.0,DISINFECT/HYPOCHLORIN
9356,3484228,HAMPDEN DUBOSE ACADEMY,1,HAMPDEN DUBOSE ACADEMY,B,2.0,DISINFECT/HYPOCHLORIN
9357,3484229,HELP INTERNATIONAL,1,HELP INTERNATIONAL,B,2.0,DISINFECT/HYPOCHLORIN
9358,3484230,IDEAL FOOD STORE # 146,1,IDEAL FOOD STORE # 146,B,2.0,DISINFECT/HYPOCHLORIN
9359,3484231,INDEPENDENCE RV SALES,1,INDEPENDENCE RV SALES,B,2.0,DISINFECT/HYPOCHLORIN
9360,3484232,ISLE OF PINES COUNTRY STORE,1,ISLE OF PINES COUNTRY STORE,B,2.0,DISINFECT/HYPOCHLORIN
9361,3484232,ISLE OF PINES COUNTRY STORE,1,ISLE OF PINES COUNTRY STORE,H,29.0,SOFTENING/CARTRIDGE FILTR
9362,3484233,JOHNNY'S OASIS,1,JOHNNY'S OUTPOST,B,2.0,DISINFECT/HYPOCHLORIN
9363,3484235,JIFFY FOOD STORE # 133,1,JIFFY FOOD STORE # 133,B,2.0,DISINFECT/HYPOCHLORIN
9364,3484236,LIGHTHOUSE MISSION OF ORLANDO,1,LIGHTHOUSE MISSION OF ORLANDO,B,2.0,DISINFECT/HYPOCHLORIN
9365,3484237,LIL' CHAMP FOOD STORE #1203,1,LIL' CHAMP FOOD STORE # 203,B,2.0,DISINFECT/HYPOCHLORIN
9366,3484238,LIL' CHAMP FOOD STORE # 188,1,LIL' CHAMP FOOD STORE # 188,B,2.0,DISINFECT/HYPOCHLORIN
9367,3484239,CIRCLE K #1227,1,KANGAROO EXPRESS # 1227,B,2.0,DISINFECT/HYPOCHLORIN
9368,3484241,METZ REAL ESTATE,1,METZ REAL ESTATE,B,2.0,DISINFECT/HYPOCHLORIN
9369,3484241,METZ REAL ESTATE,2,METZ REAL ESTATE,A,999.0,NO TRTMT
9370,3484242,NEW LIFE WORSHIP CENTER,1,NEW LIFE WORSHIP CENTER,B,2.0,DISINFECT/HYPOCHLORIN
9371,3484243,NORTH ORLANDO SDA CHURCH,1,NORTH ORLANDO SDA CHURCH,B,2.0,DISINFECT/HYPOCHLORIN
9372,3484244,OFF THE EDGE LOUNGE,1,OFF THE EDGE LOUNGE,B,2.0,DISINFECT/HYPOCHLORIN
9373,3484245,ORLANDO POSTAL EMPLOYEE CLUB,1,ORLANDO POSTAL EMPLOYEE CLUB,B,2.0,DISINFECT/HYPOCHLORIN
9374,3484246,PRESBYTERIAN CH. OF THE LAKES,1,PRESBYTERIAN CH. OF THE LAKES,B,2.0,DISINFECT/HYPOCHLORIN
9375,3484247,READY MARKET #4,1,READY MARKET #2,B,2.0,DISINFECT/HYPOCHLORIN
9376,3484248,RINKER MATERIALS - RINKER WAY,1,RINKER MATERIALS - RINKER WAY,B,2.0,DISINFECT/HYPOCHLORIN
9377,3484249,RINKER MATERIALS - NARCOOSSEE,1,RINKER MATERIALS - NARCOOSSEE,B,2.0,DISINFECT/HYPOCHLORIN
9378,3484250,ROBERT'S BUSINESS CENTER,1,ROBERT'S BUSINESS CENTER,B,2.0,DISINFECT/HYPOCHLORIN
9379,3484251,BMZ PARTNERSHIP,1,"ROYALTY FOODS, INC.",B,2.0,DISINFECT/HYPOCHLORIN
9380,3484251,BMZ PARTNERSHIP,2,ROYALTY FOODS BACKUP WELL WTP,B,2.0,DISINFECT/HYPOCHLORIN
