,PWS ID,PWS Name,Status,County,Population Served,Fluoride Product,Fluoridated,Water Source,year
4125,FL-4501039,FAITH FARMS MINISTRIES,Non-Adjusted,Palm Beach (Primary),156,Natural                       ,No,Ground,2021
4126,FL-4501058,"PALM SPRINGS, VILLAGE OF",Non-Adjusted,Palm Beach (Primary),29030,Natural                       ,No,Ground,2021
4127,FL-4501075,PARRY TRAILER VILLAGE,Non-Adjusted,Palm Beach (Primary),116,Natural                       ,No,Ground,2021
4128,FL-4501104,PINE GROVE VILLAGE,Non-Adjusted,Palm Beach (Primary),143,Natural                       ,No,Ground,2021
4129,FL-4501124,SEACOAST UTILITIES AUTHORITY,Non-Adjusted,Palm Beach (Primary),85964,Natural                       ,No,Ground,2021
4130,FL-4501229,"RIVIERA BEACH UTILITY DIST, CITY OF",Non-Adjusted,Palm Beach (Primary),28165,Natural                       ,No,Ground,2021
4131,FL-4501438,TEQUESTA WATER TREATMENT PLANT,Non-Adjusted,Palm Beach (Primary),13859,Natural                       ,No,Ground,2021
4132,FL-4501491,"JUPITER WATER SYSTEM,TOWN OF",Non-Adjusted,Palm Beach (Primary),79241,Natural                       ,No,Ground,2021
4133,FL-4501528,VILLAGE OF GOLF,Non-Adjusted,Palm Beach (Primary),3134,Natural                       ,No,Ground,2021
4134,FL-4501559,WEST PALM BEACH WTP,Adjusted,Palm Beach (Primary),91201,H2SiF6,Yes,Surface,2021
4135,FL-4504285,SUNSHINE MEADOWS,Non-Adjusted,Palm Beach (Primary),18,Natural                       ,No,Ground,2021
4136,FL-4504287,PALM LAKE  ESTATES SOUTH,Consecutive,Palm Beach (Primary),626,Natural                       ,No,Ground,2021
4137,FL-4504393,PALM BEACH COUNTY WATER UTILITIES,Adjusted,Palm Beach (Primary),534376,H2SiF6,Yes,Ground,2021
4138,FL-4504396,WHISPERING PINES MHP,Consecutive,Palm Beach (Primary),680,H2SiF6,Yes,Ground,2021
4139,FL-4504998,HYPOLUXO VILLAGE,Consecutive,Palm Beach (Primary),1471,Natural                       ,No,Ground,2021
4140,FL-4505002,PELICAN WATER CORPORATION,Non-Adjusted,Palm Beach (Primary),198,Natural                       ,No,Ground,2021
4141,FL-4505005,GLADES UTILITIES AUTHORITY,Adjusted,Palm Beach (Primary),27303,H2SiF6,Yes,Ground,2021
4142,FL-4560069,COUNTRY COVE MOBILE HOME PARK,Non-Adjusted,St. Lucie (Primary),176,Natural                       ,No,Ground,2021
4143,FL-4560075,BENTONWOOD TRAILER PARK,Non-Adjusted,St. Lucie (Primary),72,Natural                       ,No,Ground,2021
4144,FL-4560266,COLONY CLUB MOBILE HOME PARK,Non-Adjusted,St. Lucie (Primary),91,Natural                       ,No,Ground,2021
4145,FL-4560490,FT. PIERCE UTILITIES AUTHORITY,Adjusted,St. Lucie (Primary),51860,H2SiF6,Yes,Ground,2021
4146,FL-4560954,PORT ST LUCIE UTILITIES,Adjusted,St. Lucie (Primary),141222,H2SiF6,Yes,Ground,2021
4147,FL-4560971,NORTH HUTCHINSON ISLAND,Consecutive,St. Lucie (Primary),3535,H2SiF6,Yes,Ground,2021
4148,FL-4561005,CYPRESS BAY MHP,Non-Adjusted,St. Lucie (Primary),78,Natural                       ,No,Ground,2021
4149,FL-4561689,HOLIDAY PINES,Consecutive,St. Lucie (Primary),2873,H2SiF6,Yes,Ground,2021
4150,FL-4561916,LAKEWOOD PARK SUBDIVISION,Non-Adjusted,St. Lucie (Primary),156,Natural                       ,No,Ground,2021
4151,FL-4564006,SPANISH LAKES COUNTRY CLUB VIL,Non-Adjusted,St. Lucie (Primary),2084,Natural                       ,No,Ground,2021
4152,FL-4564007,INDIAN RIVER LANDING,Non-Adjusted,St. Lucie (Primary),116,Natural                       ,No,Ground,2021
4153,FL-4564322,"GROVE OF FT. PIERCE,INC.  THE",Non-Adjusted,St. Lucie (Primary),1006,Natural                       ,No,Ground,2021
4154,FL-4564397,MEADOWWOOD,Non-Adjusted,St. Lucie (Primary),581,Natural                       ,No,Ground,2021
4155,FL-4564399,SANDALWOOD ESTATES S/D,Non-Adjusted,St. Lucie (Primary),107,Natural                       ,No,Ground,2021
4156,FL-4565002,HARBOUR RIDGE,Non-Adjusted,St. Lucie (Primary),1406,Natural                       ,No,Ground,2021
4157,FL-4565030,RESERVE UTILIIES,Consecutive,St. Lucie (Primary),4299,H2SiF6,Yes,Ground,2021
4158,FL-4565031,ST. LUCIE WEST UTILITIES,Adjusted,St. Lucie (Primary),19134,H2SiF6,Yes,Ground,2021
4159,FL-4565043,SPANISH LAKES FAIRWAYS,Non-Adjusted,St. Lucie (Primary),2790,Natural                       ,No,Ground,2021
4160,FL-4565097,LAKE MANOR MHP,Non-Adjusted,St. Lucie (Primary),89,Natural                       ,No,Ground,2021
4161,FL-4565154,H&ampH MHP,Non-Adjusted,St. Lucie (Primary),39,Natural                       ,No,Ground,2021
4162,FL-4565198,NETTLES ISLAND,Consecutive,St. Lucie (Primary),2732,H2SiF6,Yes,Ground,2021
4163,FL-4565204,Indian River Estates,Consecutive,St. Lucie (Primary),2115,H2SiF6,Yes,Ground,2021
4164,FL-5084082,CHARLOTTE CORRECTIONAL INST.,Non-Adjusted,Charlotte (Primary),1425,Natural                       ,No,Ground,2021
4165,FL-5084100,CHARLOTTE COUNTY UTILITIES,Consecutive,Charlotte (Primary),136241,Natural                       ,No,Surface,2021
4166,FL-5084110,NHC UTILITIES INC,Consecutive,Charlotte (Primary),359,Natural                       ,No,Surface,2021
4167,FL-5084111,RIVERWOOD COMMUNITY DEL. DIST.,Consecutive,Charlotte (Primary),1907,Natural                       ,No,Surface,2021
4168,FL-5084116,TOWN AND COUNTRY UTILITY,Non-Adjusted,Charlotte (Primary),2680,Natural                       ,No,Ground,2021
4169,FL-5084117,GATOR WILDERNESS CAMP SCHOOL,Non-Adjusted,Charlotte (Primary),39,Natural                       ,No,Ground,2021
4170,FL-5110058,LEE CYPRESS CO-OP,Non-Adjusted,Collier (Primary),224,Natural                       ,No,Ground,2021
4171,FL-5110087,BIG CYPRESS PARK HEADQUARTERS,Non-Adjusted,Collier (Primary),89,Natural                       ,No,Ground,2021
4172,FL-5110089,EVERGLADES  CITY,Non-Adjusted,Collier (Primary),2663,Natural                       ,No,Ground,2021
4173,FL-5110118,GOODLAND WATER COMPANY,Consecutive,Collier (Primary),720,Natural                       ,No,Surface,2021
4174,FL-5110142,IMMOKALEE WATER,Adjusted,Collier (Primary),23103,H2SiF6,Yes,Ground,2021
4175,FL-5110182,FWSC / MARCO SHORES UTILITIES,Consecutive,Collier (Primary),1473,Na2SiF6 Dry,Yes,Surface,2021
4176,FL-5110183,FWSC / MARCO ISLAND UTILITIES,Non-Adjusted,Collier (Primary),28460,Natural                       ,No,Surface,2021
4177,FL-5110198,NAPLES WATER DEPT,Adjusted,Collier (Primary),64377,Na2SiF6 Dry,Yes,Ground,2021
4178,FL-5110230,PORT OF THE ISLANDS,Non-Adjusted,Collier (Primary),1073,Natural                       ,No,Ground,2021
4179,FL-5114069,COLLIER COUNTY REGIONAL WTP,Adjusted,Collier (Primary),153227,Na2SiF6 Dry,Yes,Ground,2021
4180,FL-5114154,"AVE MARIA UTILITY COMPANY, LLLP",Non-Adjusted,Collier (Primary),5222,Natural                       ,No,Ground,2021
4181,FL-5220166,LAKEPORT WATER ASSOCIATION,Natural,Glades (Primary),1487,Natural                       ,Yes,Ground,2021
4182,FL-5220192,MOORE HAVEN WATER DEPT,Non-Adjusted,Glades (Primary),3340,Natural                       ,No,Ground,2021
4183,FL-5220235,RIVER OAKS SUBDIVISION,Non-Adjusted,Glades (Primary),107,Natural                       ,No,Ground,2021
4184,FL-5224074,WHISPER CREEK R.V. PARK,Non-Adjusted,Glades (Primary),787,Natural                       ,No,Ground,2021
4185,FL-5224091,MAPLE CORNER,Non-Adjusted,Glades (Primary),50,Natural                       ,No,Ground,2021
4186,FL-5260050,"LABELLE, CITY OF",Adjusted,Hendry (Primary),5244,H2SiF6,Yes,Ground,2021
4187,FL-5260053,CITY OF CLEWISTON,Adjusted,Hendry (Primary),8387,H2SiF6,Yes,Ground,2021
4188,FL-5260226,PORT LABELLE,Consecutive,Hendry (Primary),7760,H2SiF6,Yes,Ground,2021
4189,FL-5260262,"SOUTH SHORE WATER ASSN., INC.",Consecutive,Hendry (Primary),4247,H2SiF6,Yes,Surface,2021
4190,FL-5264050,PALM AND PINES MOBILE HOME PK,Non-Adjusted,Hendry (Primary),134,Natural                       ,No,Ground,2021
4191,FL-5264054,RIVERBEND ESTATES,Non-Adjusted,Hendry (Primary),107,Natural                       ,No,Ground,2021
4192,FL-5264103,RIVERBEND MOTORCOACH RESORT,Non-Adjusted,Hendry (Primary),533,Natural                       ,No,Surface,2021
4193,FL-5280129,HIDDEN ACRES ESTATES,Non-Adjusted,Highlands (Primary),131,Natural                       ,No,Ground,2021
4194,FL-5280155,KISSIMMEE RIVER FISHING RESORT,Non-Adjusted,Highlands (Primary),150,Natural                       ,No,Ground,2021
4195,FL-5280180,MALLARD MOBILE HOME PARK,Non-Adjusted,Highlands (Primary),161,Natural                       ,No,Ground,2021
4196,FL-5280211,THE PALMS ESTATES WTP,Non-Adjusted,Highlands (Primary),179,Natural                       ,No,Ground,2021
4197,FL-5280266,SPRING LAKE IMPROVEMENT DIST.,Non-Adjusted,Highlands (Primary),3206,Natural                       ,No,Ground,2021
4198,FL-5284101,SILVER LAKE UTILITY- BUCKHORN HOUSING,Non-Adjusted,Highlands (Primary),54,Natural                       ,No,Ground,2021
4199,FL-5284114,EAGLE'S NEST ESTATES,Non-Adjusted,Highlands (Primary),45,Natural                       ,No,Ground,2021
4200,FL-5284133,HIGHWAY PARK WTP,Non-Adjusted,Highlands (Primary),874,Natural                       ,No,Ground,2021
4201,FL-5360025,BONITA SPRINGS WATER SYSTEM IN,Non-Adjusted,Lee (Primary),65872,Natural                       ,No,Ground,2021
4202,FL-5360048,CITRUS PARK RV RESORT,Non-Adjusted,Lee (Primary),2935,Natural                       ,No,Ground,2021
4203,FL-5360102,FORT MYERS WATER DEPARTMENT,Adjusted,Lee (Primary),77911,H2SiF6,Yes,Ground,2021
4204,FL-5360146,ISLAND WATER ASSOCIATION,Non-Adjusted,Lee (Primary),13165,Natural                       ,No,Ground,2021
4205,FL-5360172,FLORIDA GOVERNMENTAL UTILITY AUTHORITY SDLE,Non-Adjusted,Lee (Primary),26516,Natural                       ,No,Ground,2021
4206,FL-5360204,OAK PARK MOBILE HOME VILLAGE,Non-Adjusted,Lee (Primary),358,Natural                       ,No,Ground,2021
4207,FL-5360299,USEPPA ISLAND CLUB,Non-Adjusted,Lee (Primary),179,Natural                       ,No,Ground,2021
4208,FL-5360322,GREATER PINE ISLAND WATER ASSO,Non-Adjusted,Lee (Primary),14235,Natural                       ,No,Ground,2021
4209,FL-5360325,"CAPE CORAL, CITY OF",Natural,Lee (Primary),143503,Natural                       ,Yes,Ground,2021
4210,FL-5364002,SUNSET ACRES,Non-Adjusted,Lee (Primary),62,Natural                       ,No,Ground,2021
4211,FL-5364040,LAKE FAIRWAYS MOBILE HOME PARK,Non-Adjusted,Lee (Primary),1788,Natural                       ,No,Ground,2021
4212,FL-5364048,LEE COUNTY UTILITIES,Adjusted,Lee (Primary),234917,H2SiF6,Yes,Mixed,2021
4213,FL-5364062,FOUNTAINVIEW R.V. PARK,Non-Adjusted,Lee (Primary),447,Natural                       ,No,Ground,2021
4214,FL-5364068,CHARLESTON PARK,Non-Adjusted,Lee (Primary),279,Natural                       ,No,Ground,2021
4215,FL-5364143,GATEWAY SERVICES DISTRICT,Consecutive,Lee (Primary),11371,H2SiF6,Yes,Surface,2021
4216,FL-5364145,"FORT MYERS BEACH, TOWN OF",Consecutive,Lee (Primary),6170,H2SiF6,Yes,Ground,2021
4217,FL-5364149,OLD BRIDGE VILLAGE MHP,Consecutive,Lee (Primary),894,H2SiF6,Yes,Surface,2021
4218,FL-5364150,PINE LAKES MHP,Consecutive,Lee (Primary),1091,H2SiF6,Yes,Surface,2021
4219,FL-5364151,TAMIAMI VILLAGE MHP,Consecutive,Lee (Primary),1073,H2SiF6,Yes,Surface,2021
4220,FL-5364152,MOBILE MANOR MHP,Consecutive,Lee (Primary),431,H2SiF6,Yes,Surface,2021
4221,FL-6080044,CHARLOTTE HARBOR WATER ASSN.,Consecutive,Charlotte (Primary),4024,Natural                       ,No,Ground,2021
4222,FL-6080051,"PUNTA GORDA, CITY OF",Non-Adjusted,Charlotte (Primary),32459,Natural                       ,No,Surface,2021
4223,FL-6080081,EL JOBEAN WATER ASSOCIATION IN,Consecutive,Charlotte (Primary),1196,Natural                       ,No,Surface,2021
4224,FL-6080104,GASPARILLA ISLAND WATER ASSOC,Consecutive,Charlotte (Primary),4973,Natural                       ,No,Ground,2021
4225,FL-6080175,LITTLE GASPARILLA UTILITY INC,Consecutive,Charlotte (Primary),1089,Natural                       ,No,Ground,2021
4226,FL-6080256,SHELL CREEK PARK,Non-Adjusted,Charlotte (Primary),416,Natural                       ,No,Ground,2021
4227,FL-6080318,CHARLOTTE COUNTY UTILITIES/BURNT STORE,Non-Adjusted,Charlotte (Primary),5633,Natural                       ,No,Ground,2021
4228,FL-6080324,TROPICAL PALM MHP,Non-Adjusted,Charlotte (Primary),454,Natural                       ,No,Ground,2021
4229,FL-6084074,"SUN RIVER UTILITIES, INC.",Non-Adjusted,Charlotte (Primary),80,Natural                       ,No,Ground,2021
4230,FL-6084075,"KNIGHT ISLAND UTILITIES, INC.",Consecutive,Charlotte (Primary),385,Natural                       ,No,Ground,2021
4231,FL-6084079,"BOCILLA UTILITIES, INC.",Consecutive,Charlotte (Primary),950,Natural                       ,No,Ground,2021
4232,FL-6090099,SUNSHINE #6/BLACKWATER HEIGHTS,Non-Adjusted,Citrus (Primary),239,Natural                       ,No,Ground,2021
4233,FL-6090150,BEVERLY HILLS SUBDIVISION,Consecutive,Citrus (Primary),10347,Natural                       ,No,Ground,2021
4234,FL-6090156,BIG PINE ACRES,Non-Adjusted,Citrus (Primary),63,Natural                       ,No,Ground,2021
4235,FL-6090267,CASTLE LAKE PARK,Non-Adjusted,Citrus (Primary),175,Natural                       ,No,Ground,2021
4236,FL-6090312,CITRUS SPRINGS,Non-Adjusted,Citrus (Primary),16397,Natural                       ,No,Ground,2021
4237,FL-6090317,"CRYSTAL RIVER, CITY OF",Adjusted,Citrus (Primary),4049,H2SiF6,Yes,Ground,2021
4238,FL-6090411,CRYSTAL ACRES MHP,Non-Adjusted,Citrus (Primary),67,Natural                       ,No,Ground,2021
4239,FL-6090523,SUNSHINE #7(ELLISWORTH POINT),Non-Adjusted,Citrus (Primary),75,Natural                       ,No,Ground,2021
4240,FL-6090532,THE OASIS MHP,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground,2021
4241,FL-6090541,EVANRIDGE MHP,Non-Adjusted,Citrus (Primary),112,Natural                       ,No,Ground,2021
4242,FL-6090588,FLORAL CITY WATER ASSN,Non-Adjusted,Citrus (Primary),5022,Natural                       ,No,Ground,2021
4243,FL-6090609,FT COOPER MOBILE HOME COMM,Non-Adjusted,Citrus (Primary),179,Natural                       ,No,Ground,2021
4244,FL-6090674,GOLDEN TERRACE,Consecutive,Citrus (Primary),224,H2SiF6,Yes,Ground,2021
4245,FL-6090729,HARBOR LIGHTS MOBILE RESORT,Non-Adjusted,Citrus (Primary),56,Natural                       ,No,Ground,2021
4246,FL-6090828,HOMOSASSA SPECIAL WATER DIST,Non-Adjusted,Citrus (Primary),4961,Natural                       ,No,Ground,2021
4247,FL-6090860,INVERNESS VILLAGE GARDENS,Non-Adjusted,Citrus (Primary),224,Natural                       ,No,Ground,2021
4248,FL-6090861,INVERNESS WATER DEPT,Adjusted,Citrus (Primary),6432,H2SiF6,Yes,Ground,2021
4249,FL-6090875,INVERNESS PARK,Non-Adjusted,Citrus (Primary),179,Natural                       ,No,Ground,2021
4250,FL-6090898,CROFT BAY VILLAGE,Non-Adjusted,Citrus (Primary),43,Natural                       ,No,Ground,2021
4251,FL-6091178,MEADOW DRIVE S,Non-Adjusted,Citrus (Primary),142,Natural                       ,No,Ground,2021
4252,FL-6091274,OAK FOREST,Non-Adjusted,Citrus (Primary),376,Natural                       ,No,Ground,2021
4253,FL-6091322,OZELLO WATER ASSOCIATION,Consecutive,Citrus (Primary),4667,Natural                       ,No,Ground,2021
4254,FL-6091422,POINT O'WOODS,Non-Adjusted,Citrus (Primary),785,Natural                       ,No,Ground,2021
4255,FL-6091554,ROYAL OAKS MANOR INC,Non-Adjusted,Citrus (Primary),304,Natural                       ,No,Ground,2021
4256,FL-6091672,SOUTH DUNNELLON WATER ASSOC,Non-Adjusted,Citrus (Primary),268,Natural                       ,No,Ground,2021
4257,FL-6091735,SUGARMILL WOODS S/D,Non-Adjusted,Citrus (Primary),9217,Natural                       ,No,Ground,2021
4258,FL-6091816,THUNDERBIRD MHP,Non-Adjusted,Citrus (Primary),41,Natural                       ,No,Ground,2021
4259,FL-6091876,SUNCOAST MOBILE PARK,Non-Adjusted,Citrus (Primary),72,Natural                       ,No,Ground,2021
4260,FL-6092199,SPRING GARDENS,Consecutive,Citrus (Primary),283,Natural                       ,No,Ground,2021
4261,FL-6092326,CEDAR LAKE ESTATES,Non-Adjusted,Citrus (Primary),76,Natural                       ,No,Ground,2021
4262,FL-6092327,FOREST HILLS SUBDIVISION,Consecutive,Citrus (Primary),83,Natural                       ,No,Ground,2021
4263,FL-6092331,AURORA ACRES,Non-Adjusted,Citrus (Primary),152,Natural                       ,No,Ground,2021
4264,FL-6092334,SANDY OAKS RV & MHP;ATTN R. S.,Non-Adjusted,Citrus (Primary),80,Natural                       ,No,Ground,2021
4265,FL-6092338,MEADOW WOOD S/D,Non-Adjusted,Citrus (Primary),77,Natural                       ,No,Ground,2021
4266,FL-6094480,THE MEADOWS,Consecutive,Citrus (Primary),100,Natural                       ,No,Ground,2021
4267,FL-6094523,SPRINGHORN W S,Non-Adjusted,Citrus (Primary),22,Natural                       ,No,Ground,2021
4268,FL-6094656,WEST CITRUS UTILITIES,Non-Adjusted,Citrus (Primary),172,Natural                       ,No,Ground,2021
4269,FL-6094773,CONSTATE UTL/HILLS OF AVALON,Non-Adjusted,Citrus (Primary),715,Natural                       ,No,Ground,2021
4270,FL-6094871,GREENBRIAR I,Non-Adjusted,Citrus (Primary),268,Natural                       ,No,Ground,2021
4271,FL-6094874,PINEWOOD MOBILE HOME S/D,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground,2021
4272,FL-6094875,DUNNELLON HILLS WATER SYSTEM,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground,2021
4273,FL-6094886,ELDORADO ESTATES,Non-Adjusted,Citrus (Primary),168,Natural                       ,No,Ground,2021
4274,FL-6094892,WALDEN WOODS MHC,Non-Adjusted,Citrus (Primary),760,Natural                       ,No,Ground,2021
4275,FL-6094899,WELLAQUA,Non-Adjusted,Citrus (Primary),72,Natural                       ,No,Ground,2021
4276,FL-6094928,CRYSTAL POINTE (OFF CITRUS AVE,Non-Adjusted,Citrus (Primary),84,Natural                       ,No,Ground,2021
4277,FL-6094933,CITRUS CO UTL/WATER OAKS S/D,Non-Adjusted,Citrus (Primary),132,Natural                       ,No,Ground,2021
4278,FL-6094934,"PINE VALLEY, UNIT 1",Non-Adjusted,Citrus (Primary),147,Natural                       ,No,Ground,2021
4279,FL-6094948,CITRUS CO UTL/CHARLES A. BLACK,Non-Adjusted,Citrus (Primary),18507,Natural                       ,No,Ground,2021
4280,FL-6094953,GOSPEL ISLAND ESTATES,Non-Adjusted,Citrus (Primary),55,Natural                       ,No,Ground,2021
4281,FL-6094957,KENWOOD NORTH,Non-Adjusted,Citrus (Primary),154,Natural                       ,No,Ground,2021
4282,FL-6094970,OAK POND ADULT M.H. ESTATES,Non-Adjusted,Citrus (Primary),63,Natural                       ,No,Ground,2021
4283,FL-6094994,VENTURA VILLAGE/JOHN SLATER,Non-Adjusted,Citrus (Primary),89,Natural                       ,No,Ground,2021
4284,FL-6095036,TARAWOOD OF FLORAL CITY,Non-Adjusted,Citrus (Primary),125,Natural                       ,No,Ground,2021
4285,FL-6095046,CINNAMON RIDGE UTILITIES #2,Non-Adjusted,Citrus (Primary),570,Natural                       ,No,Ground,2021
4286,FL-6140314,"ARCADIA WATER DEPT, CITY OF",Natural,DeSoto (Primary),7995,Natural                       ,Yes,Ground,2021
4287,FL-6140451,DESOTO CORRECTIONAL INST,Non-Adjusted,DeSoto (Primary),2802,Natural                       ,No,Ground,2021
4288,FL-6142734,PEACE RIVER REG WATER PLANT,Non-Adjusted,DeSoto (Primary),2952,Natural                       ,No,Surface,2021
4289,FL-6144834,DESOTO VILLAGE MHP,Non-Adjusted,DeSoto (Primary),148,Natural                       ,No,Ground,2021
4290,FL-6144856,LAKE SUZY SUBDIVISION,Consecutive,DeSoto (Primary),2186,Natural                       ,No,Surface,2021
4291,FL-6144898,Desoto County Water System,Consecutive,DeSoto (Primary),4080,Natural                       ,No,Mixed,2021
4292,FL-6250278,CHARLIE CREEK-THE VILLAGE OF,Non-Adjusted,Hardee (Primary),123,Natural                       ,No,Ground,2021
4293,FL-6250329,WAUCHULA CITY WATER DEPARTMENT,Natural,Hardee (Primary),4471,Natural                       ,Yes,Ground,2021
4294,FL-6250332,"ZOLFO SPRINGS, CITY OF",Natural,Hardee (Primary),1609,Natural                       ,Yes,Ground,2021
4295,FL-6251954,PEACE RIVER HTS,Non-Adjusted,Hardee (Primary),224,Natural                       ,No,Ground,2021
4296,FL-6252022,"BOWLING GREEN, CITY OF",Non-Adjusted,Hardee (Primary),2629,Natural                       ,No,Ground,2021
4297,FL-6252030,RESTHAVEN,Non-Adjusted,Hardee (Primary),30,Natural                       ,No,Ground,2021
4298,FL-6254754,HARDEE CORRECTIONAL INSTITUTE,Non-Adjusted,Hardee (Primary),1699,Natural                       ,No,Ground,2021
4299,FL-6254762,BROOKSIDE BLUFF RV PARK,Non-Adjusted,Hardee (Primary),268,Natural                       ,No,Ground,2021
4300,FL-6254774,F.I.N.R.,Non-Adjusted,Hardee (Primary),268,Natural                       ,No,Ground,2021
4301,FL-6254785,TORREY OAKS SUBDIVISION,Non-Adjusted,Hardee (Primary),89,Natural                       ,No,Ground,2021
4302,FL-6254799,WAUCHULA HILLS,Consecutive,Hardee (Primary),2159,Natural                       ,Yes,Ground,2021
4303,FL-6270009,BIG TREE MOBILE HOME & RV VILL,Non-Adjusted,Hernando (Primary),179,Natural                       ,No,Ground,2021
